age,gender,height_cm,weight_kg,body_fat_percent,diastolic,systolic,grip_force,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,class
59,1,158.5,56.2,0.2834,67,121,31.8,19.8,31,137,A
29,0,172.2,63.2,0.18,78,139,37.4,20.7,59,247,B
62,1,155.6,66.1,0.385,85,143,26.4,18.7,6,101,D
25,1,165.8,55.4,0.345,71,101,28.1,20.6,19,152,D
45,1,158.6,62.4,0.33,62,97,24.6,22.5,19,117,C
34,0,173.3,74,0.204,91,149,50.6,24.4,40,229,C
22,0,170,69.2,0.187,80,140,43.8,21.7,56,238,A
59,0,166.4,64.5,0.223,91,155,36.6,17.6,38,189,B
37,0,170.8,64.66,0.165,94,151,50.6,14.9,53,221,B
48,0,162.1,73.82,0.243,67,100,41.2,23,49,187,C
25,0,177.2,70.7,0.149,90,141,48.9,19.2,52,227,A
39,0,177.6,94.5,0.329,88,139,48.1,13.2,26,188,D
31,1,168.1,59.3,0.163,73,118,28.5,22.5,42,174,A
63,0,163,60.9,0.234,76,159,39.5,9.9,28,195,B
28,0,173.3,73,0.211,95,153,50.1,9,61,213,C
24,1,162.4,44.26,0.21,75,115,23.7,13,48,166,C
37,0,170.5,76.7,0.292,92,135,40.6,15.4,40,177,D
26,0,184,84,0.184,67,112,60,18.5,53,235,A
56,1,156.6,60.4,0.325,81,138,24.2,21.2,10,140,C
21,0,180.6,68.2,0.253,85,139,36.1,6.9,31,184,D
44,0,175.6,72.1,0.155,85,150,44.6,12.5,40,228,B
25,1,167.1,59.5,0.219,78,117,36.2,18.7,58,195,A
21,0,186.3,74.4,0.136,94,133,46.6,3.7,53,214,D
24,1,166.2,57.1,0.265,81,122,32.9,21.5,44,169,A
28,1,162.9,65.4,0.294,85,156,37.2,19.3,43,173,A
21,0,175,64.1,0.148,70,120,39.7,24.7,61,240,A
34,1,165.1,53.5,0.257,98,133,26.2,21.2,48,178,A
22,1,167.3,55.3,0.213,89,134,35.1,24.7,40,176,A
31,1,161.8,53.6,0.262,80,138,24.3,14.7,46,183,B
22,0,170.7,60.3,0.2,74,129,29.3,18.7,56,212,C
23,1,167.2,60.3,0.261,54,104,25.4,30.3,47,198,A
61,0,173.5,71,0.176,90,149,51.2,11.7,38,174,B
21,0,180.6,89.4,0.246,83,144,43.2,18.9,33,203,D
23,0,182.9,97.4,0.197,86,144,48.7,5,44,200,D
46,0,170.1,55.8,0.111,83,132,42.2,17.5,57,208,A
27,0,169.6,64.1,0.094,80,130,37.8,30.5,53,251,B
24,0,179.6,76.82,0.164,90,145,51.9,20.6,56,246,A
28,0,180.7,84.1,0.15,80,136,50.5,19.1,46,196,C
60,0,160.8,53.8,0.198,92,133,24.4,5,42,150,C
34,0,173.4,69.1,0.222,86,127,31,16.7,43,198,C
21,0,165.3,65.8,0.185,74,114,36.5,17.8,63,243,A
38,1,159.7,55.9,0.277,60,120,30.7,25,27,176,B
23,0,171.5,70.7,0.111,82,149,57,17.4,61,236,A
38,0,191.3,91.74,0.147,78,128,54.9,13.9,53,233,B
47,0,179,74.5,0.269,61,114,34.5,15.4,34,214,C
29,1,157.6,58.1,0.314,75,111,23,6.8,32,151,D
55,0,171.2,68.3,0.196,93,144,40.2,19.5,42,208,B
59,1,156,50.96,0.286,81,124,24,11.9,11,126,C
50,0,169.5,82.8,0.303,90,145,40.9,0.9,36,169,D
54,1,155.9,53.2,0.387,85,120,15.6,13.8,5,118,D
21,1,150.3,52,0.342,76,120,24.7,22,46,166,C
56,1,161.2,55.2,0.263,74,129,25.9,23.6,30,162,A
30,0,170.1,65,0.162,81,120,43.6,17.9,55,219,A
37,1,161.7,58.3,0.316,86,137,22.7,16,27,172,B
63,1,153.9,26.3,0.37,73,120,27.2,7.8,0,105,D
60,1,152.6,55,0.3757393,69,113,18.3,18.8,0,117,D
21,0,164.2,60.9,0.103,89,145,40.1,17.4,58,233,A
23,1,165.3,82.3,0.415,79,127,28.3,14.3,2,138,D
33,1,157.9,53.2,0.227,45,97,21.5,20,47,171,D
21,0,172.8,67.9,0.138,73,116,50,25.1,69,245,A
52,0,167.8,69.5,0.205,89,147,43.1,19,35,197,B
30,1,155.6,46.3,0.177,75,119,24,30,48,184,A
27,0,168.1,68.9,0.248,82,145,37.8,9.2,43,214,C
27,0,178.1,73.3,0.23,75,134,34.1,19.8,45,200,D
30,0,171.4,66,0.136,46,102,48.8,22.9,51,230,A
21,1,160,62.26,0.335,75,114,27.5,21.3,39,147,A
23,0,170.2,79.5,0.326,80,135,35.2,2.3,28,156,D
24,1,167,73.1,0.309,78,140,35,28.2,47,170,B
34,0,181,68.6,0.143,79,134,49.8,17.4,59,254,A
57,1,154.3,67.5,0.412,87,148,28.9,22.1,0,113,D
40,0,179.7,81.2,0.239,67,124,47.8,12.7,32,247,C
55,0,171.8,69.1,0.161,71,126,36.9,17.3,39,178,B
63,0,159.8,53.6,0.208,58,133,31,10.2,28,182,B
22,0,181.2,71.46,0.179,71,138,43.9,18.1,55,226,B
33,0,172.7,87.3,0.288,83,145,40.2,12,50,212,D
40,1,154.6,46.2,0.217,75,114,21,20.9,47,161,A
31,1,165.7,57.86,0.264,70,112,27.7,27,36,171,A
24,0,177.4,76,0.128,64,130,45.7,12.7,54,196,C
33,0,173,64.66,0.214,74,129,36.1,2.1,60,197,D
53,0,164.5,63,0.196,83,127,41,17.7,40,213,A
60,0,166.5,59.2,0.168,69,112,37.3,13.5,31,174,A
22,0,168,64.1,0.104,87,126,47.6,17,62,230,A
25,0,171.4,65.7,0.107,87,142,49.9,15.7,62,256,A
40,1,162,53.8,0.279,67,104,21.8,12.7,19,153,C
22,1,163.7,56.36,0.298,80,120,22.8,8.4,47,186,D
55,0,173.7,76.3,0.218,85,144,40.3,10.7,31,187,B
43,0,173.6,71.1,0.19,87,130,44.8,16.4,47,213,B
26,0,172.5,78.9,0.244,75,124,48.7,7.8,59,185,C
35,0,171.3,90.7,0.28,66,147,52,17.4,47,213,B
26,0,175.2,69.4,0.178,91,132,48.2,11.5,45,215,C
39,0,177.2,76.7,0.208,78,135,43.3,5.7,45,232,D
60,1,147.5,48.5,0.393,75,146,18.8,19,5,130,D
44,1,167.1,58.4,0.237,81,122,23.1,12.1,12,127,D
31,0,173.3,70.4,0.251,72,120,36.2,6.6,44,199,C
37,0,173.6,86,0.273,73,140,49,19.9,45,215,B
57,0,170.5,73,0.22,97,152,45.6,8.5,40,198,D
26,1,158.1,62.8,0.398,60,86,18.9,18,25,139,D
30,0,174.8,75.2,0.126,60,112,55,16.3,65,249,A
46,1,158.9,58.9,0.343,65,109,21.1,19.2,11,122,D
29,0,176.6,73.9,0.193,91,139,36.5,13.7,53,229,C
25,1,162.6,55.4,0.308,68,103,28.8,28.9,57,177,A
37,0,164.3,78,0.255,84,134,44.1,14,54,218,D
27,0,178.3,75.8,0.24,82,122,39.9,13.5,56,188,C
26,0,172.7,71.3,0.192,80,154,53.3,22.3,56,243,A
34,0,171,87,0.287,92,139,48.8,26.9,52,215,D
22,0,174.5,61.7,0.138,81,123,46.3,11.9,54,247,B
49,1,156.7,63.28,0.339,86,149,26.2,19.8,39,159,A
23,0,182.2,82.7,0.202,78,117,51.5,18.2,57,227,A
51,0,164.1,70.9,0.262,70,112,39.6,14,40,211,D
23,0,181,97.2,0.257,45,128,48.7,-4.9,40,201,D
21,0,174.2,70.1,0.146,91,137,49.4,25.2,63,259,B
32,0,169.5,76,0.257,63,109,43.1,6.3,40,225,D
32,0,165.1,63.6,0.232,91,135,35.4,10.3,50,202,B
29,0,173.7,74.9,0.177,94,135,41.5,14.4,61,223,B
51,1,154.6,40.6,0.209,80,130,18.8,18.5,20,137,B
64,1,149,47.6,0.29,104,176,23.4,20.4,24,127,B
32,0,177.1,78.4,0.207,92,137,43.5,16.6,42,214,B
59,0,160.8,69.36,0.226,70,129,31.7,-15.1,25,168,D
21,1,158,45.6,0.289,70,120,19.7,19.7,43,164,A
31,1,161,56.5,0.198,73,108,33.6,16.8,26,156,B
34,0,181.4,75.4,0.157,74,121,47.9,23,55,225,B
23,0,176.7,74,0.246,83,142,39.1,24.1,48,238,B
59,0,175.4,68.1,0.213,74,122,36.2,40,40,174,B
62,0,163.6,65.5,0.251,77,154,27.3,-3.7,15,111,D
64,0,167,67.9,0.278,88,137,26,15.6,22,170,D
63,0,172,68.7,0.263,81,123,40.7,18,35,151,C
29,0,176.9,73,0.11,64,122,49,13.7,69,234,B
48,1,162.4,57.4,0.233,59,101,27.8,30.1,34,163,A
51,0,175.1,74.1,0.169,84,154,46.4,7.3,46,214,C
32,1,160.1,51.8,0.181,73,120,30.3,23.8,37,180,A
43,0,177.1,81.1,0.277,84,135,34.4,12.7,45,193,D
39,1,166,58.5,0.274,69,129,24.3,19,38,180,B
63,0,176.5,72.66,0.224,69,132,34.5,13.2,19,121,C
39,0,176,93.1,0.32,91,146,44.6,4,0,135,D
31,0,168,64.1,0.231,83,138,36.3,13.9,35,225,C
57,1,153.8,42.8,0.207,69,125,22.2,19.3,0,95,D
24,1,165.8,44.1,0.211,57,100,22.5,23.1,19,182,D
48,1,163.1,63.1,0.28,65,118,30.4,34,34,154,A
33,0,175.5,68.6,0.179,76,141,36.2,20.1,50,218,A
27,0,179.9,92.88,0.32,79,123,42.8,14.1,55,192,D
39,1,159.5,54.12,0.304,67,106,22.3,3.8,23,144,D
21,0,168.3,64.8,0.178,77,135,39.2,-10.7,40,212,D
53,1,153.9,58.34,0.276,71,103,23.8,23,35,159,B
50,0,178.2,79.4,0.294,97,153,35.3,6.1,45,181,D
43,0,168.1,75.8,0.245,91,129,40.8,18.4,38,206,C
21,0,186.4,92.5,0.256,85,147,42.5,-14.4,48,174,D
23,0,174,75.4,0.182,81,133,32.4,-7.4,35,208,D
28,1,164.2,54.7,0.157,75,99,33.1,20.2,45,163,D
27,1,167.3,71.1,0.305,88,141,29.2,27,39,188,B
26,0,172.3,65.9,0.147,75,125,35.4,14.6,57,231,C
29,0,185.1,87.7,0.195,90,144,50,22.2,54,234,A
21,1,168.4,46.3,0.254,65,110,21.9,28.5,28,158,C
27,0,175.4,78.4,0.1804355,89,132,46.3,27.1,56,245,A
31,1,162,54.3,0.18,90,136,25.1,24.3,33,181,B
36,0,179.1,96.2,0.266,83,123,54.7,17,40,200,D
23,0,164.2,68.5,0.252,73,123,40.7,9.2,46,215,D
21,0,175.3,60.1,0.107,71,120,35.6,29.3,52,200,B
60,0,177.6,75.2,0.241,68,139,44.3,13,25,178,C
42,0,172.1,69.1,0.098,79,140,40.1,18.7,55,213,B
41,1,161.4,52.6,0.256,69,115,29.7,-3,2,110,D
38,1,160.2,55.8,0.271,91,136,35.5,21.5,26,154,B
30,1,154.4,48.9,0.272,69,105,21,20.6,23,135,C
25,1,158.9,48.5,0.262,84,122,26.6,28,52,153,A
60,1,154.9,68,0.406,89,157,26.8,21.8,12,122,B
48,1,157.1,63.6,0.389,71,113,20.4,21.9,0,130,D
26,1,164.1,60.2,0.337,81,127,26.1,17.6,51,178,C
52,0,170,79.5,0.241,97,140,42.2,14,37,190,D
34,0,175,74.1,0.232,79,121,41.7,15.8,45,195,C
42,0,166.8,66.5,0.168,76,143,39.2,16,39,232,B
57,0,175.4,79.9,0.243,85,137,42.1,18.8,40,223,B
49,0,167.4,64.1,0.214,82,121,37.4,22.7,37,215,B
23,0,176.2,69.9,0.232,85,135,43.3,11.1,45,227,C
54,0,171.4,64.8,0.166,81,141,35,19.4,52,222,A
35,0,172.2,66.2,0.081,65,135,41.3,23.2,55,246,C
31,1,160.6,53.1,0.289,85,125,21,10.4,43,150,C
56,0,171.1,62.6,0.14,78,136,46.8,27.2,45,217,A
26,0,169.1,66.2,0.214,62,112,33.8,17.6,53,184,C
23,1,154.6,63.9,0.387,76,131,26.3,21.5,15,138,D
48,0,172.2,85.1,0.336,96,155,59.4,5.9,34,220,D
63,0,156,66.7,0.367,71,128,21.1,-10,3,105,D
21,0,182.2,78.1,0.107,78,136,52,9,67,303,C
57,0,165.2,59,0.196,99,158,25.3,-2.7,18,140,D
28,0,178.4,70.6,0.144,84,129,45.3,10.4,45,226,B
51,1,155.6,58,0.335,92,128,20.6,15.9,3,135,D
36,0,177,87.1,0.277,76,141,48.2,6,36,204,D
33,1,159.2,62.5,0.341,68,103,27.1,12,52,169,D
44,0,174.3,74.2,0.135,76,125,51.3,14.5,38,217,B
21,1,168,60.3,0.297,60,108,26,24.5,48,185,A
34,0,181.3,73.1,0.153,70,108,45.4,13.3,52,243,B
47,1,156.5,49.1,0.278,69,127,19.3,19.4,18,150,C
26,0,173.2,85.2,0.143,72,123,54.3,10.6,45,212,B
27,0,178.9,78.66,0.155,80,120,35.9,5,55,203,D
47,0,182.3,60,0.119,85,149,46.9,1.8,24,202,D
44,0,172.8,74.32,0.206,66,142,50.1,18.1,41,224,B
33,1,166.3,70.7,0.409,83,140,21.8,20.1,10,119,D
22,0,172.5,67.4,0.205,83,128,44.5,10.7,52,211,C
28,0,176.3,78,0.188,87,129,52.1,13.7,47,239,B
24,0,181,77.9,0.104,80,120,52.4,18.3,67,258,A
24,1,166.3,52.3,0.258,76,112,22.1,14.9,46,175,B
38,0,170.3,75.8,0.179,88,129,46.2,18.5,51,216,A
26,0,162.4,64.4,0.25,78,113,38.4,7.3,35,198,D
29,1,162.9,57.9,0.31,85,137,28.6,24.7,41,159,B
21,0,166.9,66.7,0.21,83,147,55.2,17.6,65,256,D
51,1,164,52.9,0.203,88,120,33.4,22.8,32,165,A
21,1,167.1,74.9,0.417,67,126,22.6,20.3,21,131,D
60,0,171.8,68.3,0.212,92,154,39.7,16.5,35,183,A
28,0,177.6,72.5,0.175,79,140,46.7,4.3,39,221,D
23,0,170,77.9,0.31,78,142,64,17.5,69,270,A
27,1,165.7,51.3,0.204,83,133,29.9,25.4,44,180,A
61,0,163.2,68.3,0.265,90,130,40,15.1,25,180,D
26,1,167.7,60.9,0.242,69,111,28.8,28.1,37,203,A
21,0,174.4,69.7,0.115,75,131,40.7,3.1,38,199,D
39,0,174.3,74.14,0.19,84,152,41.1,24.8,55,203,B
27,0,181.9,82.7,0.216,83,123,51.4,13.1,45,235,C
22,1,159.5,60.9,0.294,67,119,26.4,28.5,54,214,A
36,0,179.8,83,0.169,90,144,53.8,10.75,46,220,B
60,1,161,63.2,0.282,70,124,33.1,21,39,127,A
23,0,178.3,87.2,0.271,82,140,38.3,7.4,37,220,D
42,0,167.6,63.7,0.196,75,134,36.3,17.4,51,141,C
26,1,167.2,64.9,0.313,64,110,28.2,25.1,33,163,D
41,0,173.5,72.8,0.276,80,137,37.2,2.6,34,188,D
26,0,179,79.2,0.177,68,125,32.9,19.8,59,233,D
22,0,180.6,92.7,0.204,86,156,53.5,18.7,52,227,D
38,0,169.9,73,0.236,97,140,44.4,10.7,41,189,C
30,0,169.3,53.8,0.103,82,125,34.4,-0.3,47,192,D
64,1,154,60.7,0.427,75,143,24.8,5.8,5,118,D
49,0,180.6,82.8,0.181,93,158,50.4,23.4,48,198,C
22,0,174.4,74.1,0.189,63,128,42.5,22.5,61,234,C
62,0,161.6,62.2,0.196,87,145,37.8,15.3,33,179,A
28,0,175.1,81.7,0.163,74,126,48.2,5.4,55,225,C
28,1,171.9,61.2,0.265,82,127,32.5,19.5,40,191,A
42,0,173.3,67.8,0.158,80,128,36.7,13.5,46,202,B
23,1,155.7,53.4,0.331,73,136,19.1,22.2,43,175,B
36,0,164.9,82.9,0.34,99,140,25.7,4.7,28,174,D
48,1,162.6,62.1,0.178,98,152,37.1,25.8,34,161,C
47,0,155,57.1,0.183,79,115,42.6,14.8,35,202,C
64,1,160.8,55.6,0.282,70,130,24.2,31,25,105,B
24,0,183.9,76.1,0.21,98,156,50.9,14.9,48,202,D
45,0,172.1,79.2,0.213,78,120,40.8,10.8,45,198,C
59,0,166.1,71,0.242,65,113,43.4,4.9,26,177,C
62,1,149.7,54.7,0.346,81,126,18.5,18.1,10,107,C
41,0,175.6,74.1,0.181,78,135,58.3,15.6,50,234,A
60,1,155.4,49.6,0.29,62,101,26.3,21.5,26,110,B
30,0,163.5,73.8,0.218,75,128,46.2,9.1,63,226,C
22,0,172,74.3,0.209,74,134,39,2.3,55,194,D
21,0,173.3,92.2,0.324,72,138,37.9,1.8,30,218,D
56,1,157.6,61.8,0.312,82,123,23.5,19.2,31,143,C
60,1,159.5,52.5,0.234,84,151,30,20.8,27,150,A
27,1,162.5,57,0.215,59,111,26.6,29.6,50,182,A
62,1,150.9,59.4,0.393,71,135,18.1,18.5,0,104,D
30,0,176.4,71.6,0.172,83,117,48.7,16,53,225,B
38,0,169,73.2,0.305,76,123,44,16.9,45,212,B
26,0,170.7,61.3,0.14,88,139,43.6,12.7,51,232,B
34,0,173,106.4,0.424,91,131,28.2,6.8,30,193,D
25,0,179.7,74.4,0.129,80,147,47.7,9,55,258,C
46,0,169.7,75,0.234,98,159,48.4,14.1,42,193,D
29,0,166.9,75.7,0.247,79,149,33.9,6.7,50,191,C
61,1,153.2,65.5,0.38,89,143,26.5,17.8,24,144,B
50,0,170.7,81.9,0.295,87,144,31.3,0.2,32,183,D
24,0,177.7,100.5,0.273,85,141,47.4,11,46,218,D
60,0,167.3,77.5,0.235,83,158,36.1,5.3,35,185,C
34,0,169.1,74.5,0.212,68,119,47.6,16.3,50,232,A
27,0,175.8,74.8,0.2,72,116,56.8,17.8,55,230,A
22,1,156.3,49,0.253,75,115,22.2,23.3,41,179,A
31,0,179,75.3,0.201,71,128,58.4,21.5,55,235,A
50,1,152,63.6,0.315,88,128,18.2,19,28,160,D
36,0,177.4,68.3,0.098,83,122,40.9,16.5,57,240,A
24,1,171.7,57.7,0.215,91,139,30.6,12.2,40,194,C
62,0,175.9,71,0.22,71,132,49.4,7.8,33,201,B
31,1,162.7,53.58,0.293,78,142,32.8,24.2,47,180,A
21,0,181.3,93.2,0.24,89,128,44.9,14.6,54,230,D
29,0,170.4,64.7,0.231,83,124,38.1,20.2,42,182,D
36,0,165.6,64,0.281,83,142,34.1,0.3,35,168,D
21,1,167.5,50.98,0.248,75,132,24.8,20.2,40,168,B
30,0,174,72.3,0.275,99,143,32.2,-5,39,171,D
29,0,177.1,60.5,0.192,84,131,40.4,-12.4,27,200,D
23,0,170.8,71.9,0.172,98,144,48.7,12.1,60,235,B
39,1,164,58.7,0.226,90,126,24.8,27.1,43,161,B
24,1,157.1,60.5,0.353,66,126,28.4,12.8,35,148,C
50,0,174.2,75.7,0.239,77,140,42.3,18.8,31,197,C
58,0,175.1,85.64,0.288,100,157,41.5,2.5,29,187,D
60,1,161.5,50.4,0.282,70,122,22.1,21.2,22,157,A
60,1,159.2,58.1,0.289,72,130,27.8,6.6,10,110,D
39,0,174.3,72.6,0.179,76,135,56.1,10.4,45,202,B
55,1,155,57.7,0.315,88,145,27.6,21.2,35,149,A
28,0,177.4,74.44,0.124,81,131,43.7,19.1,52,235,B
48,0,174.3,74.3,0.23,73,126,44.1,9.6,37,196,B
56,1,150.1,67.2,0.399,97,140,23.7,12.6,25,125,D
30,1,168.6,56.2,0.233,89,139,28.2,13.8,49,174,C
26,0,168.2,63.74,0.158,89,143,37.7,15.2,58,210,B
43,0,170,59.6,0.141,83,144,43.7,11.5,54,217,B
52,1,157,56.8,0.296,54,102,22.6,14.9,17,134,D
27,0,179.7,82.1,0.139,99,141,58.9,15.2,65,248,C
22,1,160.3,62.4,0.378,98,136,24.1,20.4,33,174,B
22,0,168.8,68.1,0.291,75,154,33.6,19,42,230,C
53,1,170,58.4,0.184,99,124,25.4,28.5,41,157,A
31,1,153.8,58.2,0.294,78,142,27.5,19.8,33,168,B
24,1,162,52.1,0.159,65,106,32.6,25.4,60,180,A
58,0,176.1,78.5,0.209,84,148,48.3,16,42,205,D
34,1,160.1,52.3,0.199,72,123,27.3,25.1,52,180,A
37,0,165.3,65,0.194,78,124,38.4,15.2,46,223,A
30,1,158.9,60.4,0.322,81,120,33.3,15.2,27,178,B
30,0,168.1,67.1,0.228,94,155,45.4,2.5,46,210,D
64,0,155.7,61.4,0.221,98,137,31.4,14.8,32,180,B
45,0,176.7,82.6,0.206,80,134,38,-2.7,35,172,D
21,0,185.4,81.7,0.255,73,123,32.2,11.9,29,217,D
28,0,175.4,69.5,0.146,72,135,46.5,16.2,54,249,A
22,0,174.2,81.4,0.262,88,154,44.4,22,51,220,D
51,1,158,53.2,0.248,75,122,25.8,19.2,22,142,B
46,1,155,43,0.2,62,110,20.9,27.3,31,153,B
27,0,182.7,90.5,0.276,74,124,43.1,17.4,55,227,D
63,0,168.9,67.6,0.287,87,147,34.5,6.2,31,186,C
21,1,170.9,62.7,0.213,75,121,24.9,19.8,41,198,A
31,0,180.5,90,0.168,98,149,52.8,17.1,51,250,B
49,0,165.6,68.64,0.233,86,136,47.5,21.8,49,188,A
32,0,175.3,76.9,0.214,76,116,47.4,24.4,54,185,B
22,1,156.8,52.8,0.234,65,100,26,24.5,45,169,A
29,1,159.1,51.6,0.22,61,125,26.9,30,46,157,C
59,1,155.5,52.1,0.283,70,136,26.6,18.7,24,150,B
64,1,155.9,60.1,0.35,89,156,21.7,23,17,114,D
48,0,176.2,73,0.252,82,133,40,-5.6,36,208,D
30,0,182.3,93.6,0.151,72,142,64.1,20.6,71,220,A
42,0,178.3,72.9,0.152,85,138,50.7,14.7,48,242,A
63,0,170,80.2,0.28,77,137,47.7,1.3,28,188,D
22,0,176.1,71.2,0.147,80,134,37.7,6.8,41,168,D
62,0,168.4,74.4,0.245,80,140,41.6,21.2,25,181,B
62,0,169.5,72.1,0.213,87,113,45.4,16.7,37,142,A
25,0,187.4,76.1,0.115,72,121,48.6,14.9,52,237,A
26,0,170.9,78.6,0.174,87,136,38.6,-6.4,54,181,D
27,1,162.2,50.3,0.254,81,120,23.2,21.5,19,142,D
39,0,168.9,71.4,0.222,53,112,41.3,8.3,34,215,C
62,0,165.6,64.1,0.238,79,125,31.8,4.5,33,168,C
43,1,160.6,58.5,0.318,56,109,23.6,20,21,153,C
21,1,161.9,57.1,0.324,61,99,20.6,15.6,34,141,C
53,1,154.5,50.88,0.307,88,141,18.4,15.8,32,127,C
44,0,172.5,69.6,0.279,99,131,43.9,10,38,210,C
44,1,158.6,44.9,0.239,65,114,20.2,22.1,33,156,B
23,1,158,45,0.209,80,125,27.8,17.5,49,150,B
21,0,179.1,60.1,0.091,82,124,39.9,24.6,51,275,B
60,0,175.1,60.6,0.115,82,178,36.5,13.3,33,212,A
28,0,166.1,62.7,0.201,76,124,34.4,-3.9,47,200,D
42,1,156.1,51.3,0.263,73,118,35.1,23.5,42,186,A
26,1,177.9,62,0.164,75,121,33.4,32.7,62,196,A
56,0,162.7,66.5,0.253,85,157,39.1,21,34,182,D
25,0,171,62,0.158,68,132,45.3,6,40,235,C
26,1,153,43.6,0.206,95,130,26.3,21.8,47,173,A
60,0,167,67.7,0.287,89,142,41.9,10,22,180,C
29,1,160.8,68.6,0.31,99,148,39.7,20.2,58,179,A
45,1,169,55.1,0.154,72,104,25.2,13,31,166,C
39,1,156.3,51.9,0.306,80,120,23.5,15.8,26,161,B
40,0,170.5,74.7,0.258,76,128,43.1,20.5,50,225,A
41,0,177.9,92.5,0.293,79,115,33.5,-9.9,35,197,D
21,0,168.9,75.7,0.274,76,134,45.9,10.6,58,232,D
52,0,174.4,72.5,0.23,84,149,51.1,-1.2,47,168,D
53,1,160,71.8,0.369,80,120,24.3,11.3,15,50,D
21,1,165.9,69.2,0.378,84,127,25.2,22.2,39,163,B
46,0,171,73.6,0.195,85,136,46.6,14.4,43,206,A
52,1,155.1,47.3,0.25,80,132,24.2,12.5,18,149,C
50,1,159.8,59,0.303,72,114,24.1,26.8,35,150,A
48,0,173.8,85.6,0.256,97,141,59.8,13.4,37,206,D
31,0,180.7,78.84,0.141,83,143,44,10.7,58,214,C
23,0,173,60.9,0.128,68,142,38.9,15.9,50,217,B
61,1,167.5,55.1,0.261,70,139,19.7,14.4,12,156,C
40,0,175.6,67.7,0.172,79,115,35.7,-1.4,37,202,D
58,1,164.6,62.3,0.353,80,120,21.8,14.9,29,146,C
22,0,191.9,92.8,0.248,87,136,42,-11.2,41,220,D
30,0,181.5,73.9,0.147,60,113,50.4,15.7,54,242,A
39,1,159,67.4,0.381,97,153,24.7,15.7,21,149,D
51,0,162.4,58.4,0.094,84,159,47.5,25.3,53,229,A
29,0,169,73.5,0.287,61,115,47.7,18.8,41,204,D
21,1,160.6,59,0.248,80,127,33.4,24.4,45,210,A
53,0,167.5,61.6,0.134,93,142,47.9,16,45,197,A
45,0,178.6,70.4,0.225,99,148,37.2,11.2,24,173,D
34,0,179.4,72.4,0.161,94,137,35.4,21.4,53,211,C
31,0,168.5,64.3,0.17,67,137,48.5,13.5,61,255,B
29,0,191.3,85.2,0.1,70,146,49.3,26.3,59,222,B
22,0,171.5,75,0.173,82,117,37.2,13,57,218,B
58,0,170.5,73.1,0.214,78,141,40,28.6,29,202,B
45,0,160.1,64.8,0.461,82,113,15.6,1.3,3,43,D
22,0,183,65.9,0.127,62,104,40.3,4,38,197,D
53,0,174.1,72.6,0.195,73,133,37.8,7.3,49,184,C
30,0,179.6,82.7,0.131,73,125,52.2,20.2,60,260,A
50,1,155.5,66.3,0.348,86,156,22.9,14.1,29,120,D
62,0,166.7,72.4,0.254,80,141,47.5,21.6,28,148,B
42,0,171.9,75.2,0.203,77,120,44.6,1.2,39,198,D
61,0,168.1,69.1,0.215,90,139,39.8,6.2,31,185,C
24,0,164.9,78.3,0.259,75,137,35.7,7.9,19,171,D
36,0,169.6,65.2,0.159,86,140,43.3,21,59,216,A
24,1,155.2,60.1,0.313,65,116,20.6,24.8,42,177,B
39,0,175.9,73.5,0.251,89,134,29.7,13.1,20,161,D
21,1,170.1,65.9,0.254,64,101,21.2,25.4,44,185,C
25,0,175,80.2,0.188,88,129,51.3,22,53,220,B
23,1,163,51.7,0.245,74,123,22.4,12.5,30,160,C
23,0,175.7,74.8,0.153,66,122,38.9,21.1,57,246,A
52,1,150.7,57.2,0.351,70,120,21.3,18.2,21,149,D
22,0,168,63.2,0.189,62,110,39.9,-9.8,45,220,D
24,1,154.5,45.4,0.205,65,103,25.4,25.8,48,190,A
51,1,154.6,50.2,0.219,90,131,29.4,28.1,59,192,A
29,0,167.1,59.2,0.193,83,142,38.8,23.1,51,199,B
32,0,176.5,80.8,0.177,78,128,53.5,16.9,59,240,C
32,1,161.3,52,0.274,57,111,24.9,15.6,26,162,B
43,1,165.5,80.74,0.444,84,126,27.5,7.7,18,137,D
21,1,156.2,57.7,0.325,68,115,26.8,25.5,37,152,A
26,0,169.1,72.3,0.193,95,153,39.7,8.2,52,218,C
21,0,175.6,77,0.15,56,121,45.5,4.6,35,218,D
21,1,166.4,67.6,0.313,75,123,31.5,27.1,40,180,B
30,0,179.7,69,0.158,70,151,53.9,12.6,53,238,B
56,1,157.2,53,0.256,64,128,25.7,26.3,26,166,A
60,0,169.1,67.1,0.215,81,143,37.8,19.2,45,188,A
48,0,177.5,72.3,0.181,80,133,34.6,0.8,43,211,D
35,0,173.6,84.08,0.254,97,157,48.8,26.4,58,229,B
34,0,166.7,56.6,0.217,83,120,40.3,-0.9,46,217,D
23,1,155.9,47.6,0.242,80,112,22.5,22.1,34,183,C
32,0,170.5,74.6,0.248,95,159,54.1,10.6,50,192,B
33,0,171.6,62.2,0.196,61,103,45.5,6.3,39,207,C
23,1,168.7,62.14,0.276,67,112,27.3,21.1,30,161,B
52,0,167.3,95.6,0.334,83,123,53.1,8.2,36,156,D
45,1,150.4,49,0.254,78,148,22.7,5,30,159,D
29,0,184.3,81.46,0.161,99,150,54.9,22,51,233,B
34,0,174.3,80.1,0.161,92,150,49.5,21.8,61,245,C
